id,pair,sentence,label
204,pair2,ជាចុងបញ្ចប់លោកយាយបានថ្លែងអំណរគុណចំពោះគម្រោងដែលបានជួយនិងគិតគូដល់ក្រុមគ្រួសាររបស់គាត់ឱ្យមានជីវភាពប្រសើរឡើងដូចថ្ងៃនេះហើយបានស្នើសុំឱ្យគម្រោងបន្តជួយនិងយកចិត្តទុកដាក់ចំពោះគ្រួសារដែលបានរងគ្រោះនិងងាយរងគ្រោះដទៃទៀតនៅក្នុងសហគមន៍របស់គាត់និងសហគមន៍ផ្សេងៗទៀតឱ្យមានភាពប្រសើរឡើងដូចជាគ្រួសាររបស់គាត់។,positive
209,pair2,វាអាចនៅមានចំនួនតិចតួចបំផុត ហើយ ការទទួលទានចំនួន ៥ កែវ ឬ ច្រើនជាងនេះ អាចស្មើនិង កាហ្វេមានសារជាតិកាហ្វេអ៊ីនដែលទទួលទានរាល់ថ្ងៃចំនួន ១ កែវ។,neutral
210,pair2,ចំណូលដុលគឺជាតម្លៃទីផ្សារនៃផលិតផលទាំងអស់ដែលបានពីផលិតកម្មទាំងមូល,neutral
211,pair2,កាលនោះខ្ញុំនៅចាំបានថា យើងទាំងអស់គ្នាបានធ្វើដំណើរតាមក្រុមហ៊ុនទេសចរណ៍មួយក្នុងថ្ងៃបុណ្យអុំទូក ដែលមានអ្នកទៅលេងសរុបចំនួន២៥នាក់ មានទាំងក្មេងតូចរហូតដស់អ៊ំប្រុស អ៊ំស្រីចាស់ៗ។,neutral
213,pair2,ត្រូវចងចាំក្នុងចិត្តថាក្មេងៗមានក្រពះតូចជាងមនុស្សុពេញវ័យ ប៉ុន្តែត្រូវការថាមពលខ្ពស់ជាងមនុស្សពេញវ័យ។,neutral
214,pair2,នៅគ្រាដែលភិក្ខុអង្គនោះមកដល់ ព្រះអង្គក៏សម្តែងមាតុបោសកសូត្រ៤ ពោលសរសើរគុណមាតាបិតា។,positive
216,pair2,កសាងនិងធ្វើឱ្យប្រសើរឡើងនូវសម្ភារៈបរិក្ខារអប់រំ ដែលធ្វើឲ្យមានភាពប្រែប្រួលដល់កុមារ អ្នកបាត់បង់សមត្ថភាពពលកម្មនិងយែនឌ័រ និងផ្តល់នូវសុវត្ថិភាព គ្មានអំពើហិង្សា មានបរិស្ថាននៃការសិក្សាប្រកបដោយបរិយាបន្ននិងប្រសិទ្ធិភាពសម្រាប់ប្រជាជនគ្រប់រូប។,positive
217,pair2,រាជធានីភ្នំពេញ៖ សម្តេចតេជោ ហ៊ុន សែន នាយករដ្ឋមន្ត្រីនៃកម្ពុជា បានផ្តាំផ្ញើទៅអ្នកមិនព្រមស្ម័គ្រចិត្តរុះរើសចេញពីតំបន់អង្គរថា នៅពេលដែលដល់ពេលកំណត់ហើយ នៅតែមិនព្រមចេញ សម្តេច..មិនសុខចិត្តឱ្យអង្គរវត្តត្រូវគេដកចេញពីបេតិកភណ្ឌពិភពលោកទេ ច្បាស់ជាដកគ្រួសារទាំងនោះចេញហើយ...។,negative
218,pair2,ពួកយើងចំណាយពេលប្រហែល២០នាទី ទៅដល់កន្លែងអង្គុយរង់ចាំឡើងយន្តហោះអ៊ំស្រីអាវក្រហមនៅតែបន្តរអ៊ូដដែលថា ហ្អើយ! ថ្មើរនេះនៅហើយមិនទាន់មកដល់ទៀត សង្ស័យតែយន្តហោះចេញចោលណាស់។,negative
219,pair2,ចោរនោះធ្វើពុំកើតក៏ក្រាបទូលថា“ខ្ញុំព្រះបាទអម្ចាស់បានពីប្រពន្ធ”,neutral
221,pair2,ធ្លាប់តែមើលស្ទឹង បឹង ទន្លេ សមុទ្រ តស់! ទៅទស្សនាសម្រស់ស្ទឹងពពកម្តងវិញ ទេសភាពស្អាតអស្ចារ្យ ឈរលើភ្នំ មើលបណ្តុំពពកសក្បុស ពេលថ្ងៃរះ។,positive
222,pair2,កម្លាំងចិត្តប្រកួតប្រជែងរបស់អ្នក នឹងជួយជំរុញឲ្យអ្នកធ្វើអ្វីបានហួសពីដែនកំណត់។,positive
223,pair2,ចំណែកបណ្តឹងរបស់គណៈកម្មាធិការជាតិរៀបចំការបោះឆ្នោត(គជប) ដែលប្តឹង លោក សុន ឆ័យ ចៅក្រមជំនុំជម្រះ លោក ហម ម៉េងសែ សម្រេចផ្តន្ទាទោសនិងពិន័យជាប្រាក់ចំនួន៩ លានរៀល ចូលរដ្ឋ ក្រោមបទចោទប្រកាន់ «បរិហារកេរ្តិ៍ជាសាធារណៈ» ដូចគ្នា។,neutral
224,pair2,អេដមីន អួលដើមករ រលីងរលោងទឹកភ្នែក ដោយមិនដឹងខ្លួន…,negative
226,pair2,លើសពីនេះ ភាគីទាំងពីរក៏បានពិភាក្សា និងផ្លាស់ប្តូរយោបល់លើប្រធានបទពាក់ព័ន្ធ រួមមាន វិស័យមីក្រូហិរញ្ញវត្ថុ ហិរញ្ញប្បទានសម្បទាននិងវឌ្ឍនភាព នៃកិច្ចសហប្រតិបត្តិការអភិវឌ្ឍន៍ រវាងប្រទេស ទាំងពីរផងដែរ ។,neutral
228,pair2,នៅក្នុងលិខិតមួយផ្ញើទៅក្រុមហ៊ុន Netflix អាជ្ញាធរផ្សព្វផ្សាយ និងព័ត៌មានអេឡិចត្រូនិករបស់វៀតណាមបាននិយាយថា រឿងនេះបានបំពានច្បាប់របស់ប្រទេសប្រឆាំងនឹងការបំភ្លៃប្រវត្តិសាស្តរ បដិសេធសមិទ្ធផលបដិវត្តន៍ ធ្វើឱ្យប៉ះពាល់ដល់ប្រទេសជាតិ និងវីរបុរសរបស់ប្រទេស។,negative
234,pair2,តាមពិតកម្មវិធីភាសាដែលយើងបានសម្ពោធនៅមុនភាសាខ្មែរគឺភាសាឡាវដូចលោកមានប្រសាសន៍នៅពេលមុននេះ។,neutral
236,pair2,សូម្បីតែពេលយើងប្រដៅកូនក៏គួរស្រឡាញ់ដែរ ។,positive
238,pair2,លោកប្រធានាធិបតីបារាំង Emmanuel Macron បានលើក ឡើងទៀតថា ការធ្វើពហិការការទូតបែបនេះគ្មានសារៈសំខាន់ និងសឹងតែគ្មាននិមិត្តរូបអ្វីនោះទេ។,negative
239,pair2,សម្តេចតេជា ហ៊ុន សែន បានសង្កត់ធ្ងន់ថា៖ «ក្រុមការងារបង្ករាបការលេងល្បែងស៊ីសងខុសច្បាប់គ្រប់ប្រភេទ ត្រូវធ្វើរបាយការណ៍អំពីលទ្ធផលការងារនេះជូន សម្តេចក្រឡាហោម ស ខេង ឧបនាយករដ្ឋមន្ត្រី រដ្ឋមន្ត្រីក្រសួងមហាផ្ទៃ ដើម្បីជ្រាប និងស្នើសុំមតិដឹកនាំបន្ត»។,neutral
241,pair2,ច្បាប់និងបញ្ញត្តិសំខាន់ៗទាំងឡាយត្រូវបានចាត់ថ្នាក់តាមលំដាប់លំដោយ។,neutral
243,pair2,ជួនកាលការវាយតម្លៃទង្វើភាពក៏គួរតែបង្ហើយមុននឹងពួកគេទៅធ្វើការនៅគម្រោងផ្សេងទៀត,neutral
245,pair2,ការធ្វើបញ្ជីនេះ ក៏មានន័យថាអ្នកមានផែនការយ៉ាងច្បាស់លាស់សម្រាប់របបអាហារប្រចាំថ្ងៃ និងសប្តាហ៍ទុកជាមុន។,neutral
247,pair2,បង្កើតវេទិកាឌីជីថលចំនួន ៣ ដូចខាងក្រោម ដើម្បីរៀបចំប្រព័ន្ធអប់រំអេឡិចត្រូនិក៖,neutral
248,pair2,បានខ្ញុំនឹងរង់ចាំតែឥឡូវមកជួយសង់ប្រាសាទខ្សាច់ខ្ញុំសិនម៉ោ ខ្ញុំសង់ជិតហើយហើយក្មេងស្រីនិយាយព្រមទាំងចង្អុលទៅគំនរខ្សាច់និងកូនប្រាសាទតូចៗដែលខ្លួនបានសាងសង់,neutral
250,pair2,មិនថាជនជាតិឥណ្ឌា ម៉ាឡេស៊ី ឬចិននោះទេ ម្ហូបមួយចំនួនរបស់ពួកគេ គឺល្បីល្បាញពីធាតុផ្សំដែលផ្ទុកនូវអាហារូបត្ថម្ភជាច្រើន។,positive
251,pair2,ខ្ញុំស្គាល់អត្តសញ្ញាណខ្លួនឯង ខ្ញុំរស់នៅក្នុងសេចក្តីពិត សេចក្តីស្រឡាញ់ដែលមិនប្រួលប្រែ មានសេរីភាពពីចំណងទាំងឡាយនៅក្នុងជីវិត។,positive
253,pair2,បើដូច្នេះ បងសុភាទន្សាយអាណិតជួយដោះទុក្ខអស់បងប្អូនខ្ញុំ ឲ្យបានរួចពីភ័យម្តងនេះ នឹងបានល្បីកេរ្តិ៍ឈ្មោះតទៅ អស់យើងនឹងតបគុណបងសុភាទន្សាយឯង យើងមិនភ្លេចគុណដរាបដល់អស់ជីវិត ។,positive
257,pair2,ប្រទេសមួយចំនួនកំពុងរង់ចាំការចូលរួមក្នុងប្លុកនេះ ខណៈប្រទេសមួយទៀតគឺចក្រភពអង់គ្លេស ជាប្រទេសតែមួយគត់ដែលបានចាកចេញពីប្លុក។,neutral
258,pair2,ពួកគេត្រូវស្វែងរកដំណោះស្រាយ ពីព្រោះពួកគេមិនអាចបង្ខំខ្លួនឯងឱ្យចូលចិត្តប្រព័ន្ធនេះដូចដែលវាមាន។,negative
260,pair2,បន្ទាប់មក ជីដូនបាននាំចៅមក មន្ទីរពេទ្យគន្ធបុប្ផាវិញនៅថ្ងៃទី១៨ ខែតុលា ឆ្នាំ២០២២ វេលាម៉ោង៨យប់ ស្ថិតក្នុងស្ថានភាពធ្ងន់ធ្ងរបំផុតដែលត្រូវសង្គ្រោះបន្ទាន់ (Cardio-Respiratory Failure)។,negative
261,pair2,"លោកបាននិយាយថា នោះអាចប៉ះពាល់ដល់ផលិតភាព និងការនាំចេញ ហើយមានសក្តានុពល "" ធ្លាក់ចុះ "" ផលប៉ះពាល់លើបញ្ហាដូចជា ចំណាត់ថ្នាក់ឥណទានរបស់ប្រទេស និងសូម្បីតែស្ថិរភាពនយោបាយ។",negative
263,pair2,អាមេរិកយកប្រទេសអ៊ុយក្រែនធ្វើជាកន្លែងសាកល្បងអាវុធរបស់ខ្លួនឯងជាមួយប្រទេសរុស្ស៊ី។,negative
264,pair2,នៅក្នុងរាជធានី គោលដៅទាំង២ដែលបង្ក្រាបគ្រឿងញៀនបានធ្វើនៅចំណុច សួនច្បារមាត់ទន្លេ មុខវាំងលើផ្លូវព្រះស៊ីសុវត្ថិ ស្ថិតក្នុងសង្កាត់ជ័យជំនះ ខណ្ឌដូនពេញ និងគោលដៅទី២ នៅចំណុច ខុនដូឃ្វីន ផ្លូវលេខ៣០៨ ស្ថិតក្នុងភូមិ៥ សង្កាត់ទន្លេបាសាក់ នៃខណ្ឌចំការមន។,neutral
265,pair2,ការប្រើប្រាស់ភាសា គឺជាបញ្ហាប្រឈមដ៏ធំមួយដែលជនជាតិដើមភាគតិចបានជួបប្រទះក្នុងការសិក្សារបស់ពួកគេ។,negative
266,pair2,យោងតាមក្រសួងបានឱ្យដឹងថា កម្រិតវិទ្យុសកម្មនៅទីតាំងរោងចក្រហ្សាផូរីហ្សា ដែលជារោងចក្រថាមពលនុយក្លេអ៊ែរដ៏ធំបំផុតរបស់អឺរ៉ុប នៅតែមានលក្ខណៈធម្មតានៅឡើយ។,neutral
267,pair2,ឆាប់ខឹង(ចំពោះបុរស)៖ ជំងឺធ្លាក់ទឹកចិត្តអាចប៉ះពាល់ដល់ភេទខុសៗគ្នា។,negative
268,pair2,(រាជធានីភ្នំពេញ)៖ គណៈកម្មាធិការជាតិគ្រប់គ្រងគ្រោះមហន្តរាយ បានជំរុញឱ្យអាជ្ញាធរបណ្តាខេត្តជាប់បឹងទន្លេសាបទាំងអស់ ពិសេសខេត្តសៀមរាប និងខេត្តកំពង់ធំ ឱ្យចុះសិក្សាលទ្ធភាពផ្តល់ពូជស្រូវជូនកសិករដែលរងគ្រោះដោយទឹកជំនន់ធ្ងន់ធ្ងរ ដើម្បីអាចស្តារជីវភាពឡើងវិញទាន់ពេលវេលា។,neutral
269,pair2,អ្នកនាង គិនកេសា បានថ្លែងថា៖ «ក្នុងឆ្នាំ ២០២២ នេះយើងអាចនឹងឃើញសកម្មភាពជួលបន្តលូតលាស់បន្ថែមទៀត ក៏ប៉ុន្តែដោយសារមានគម្រោងថ្មីៗជាច្រើនដែលគ្រោងនឹងបើកក្នុងឆ្នាំនេះផងដែរ ដូច្នេះទីផ្សារកន្លែងជួលលក់រាយអាចនឹងមានការប្រកួតប្រជែងកាន់តែខ្លាំងលើតម្លៃជួល និងលក្ខខណ្ឌអនុគ្រោះនានា»។,neutral
272,pair2,ទឹកជំនន់ ជំងឺសារវាស្គាល់អាធ្លាក់រដូវភ្លៀងមកម្តង ២ដង វាចាប់ផ្តើមជួនកាលទៅវាស៊ីប៉ះថ្នាំពុលណាបង ក្របីនេះដល់ពេលជំងឺប៉ះថ្នាំពុលហើមតែពោះធម្មតា ប៉ះណាទៅឈឺប្រកាច់យកតែម្តង»។,negative
274,pair2,លើសពីនោះ លោកសង្ឃឹមថា ហ្វីលីពីននឹងក្លាយជាប្រទេសមួយដែលរួមចំណែកដល់ខិតខំប្រឹងប្រែង ដើម្បីស្វែងរកសន្តិភាពផងដែរ។,positive
275,pair2,អ្នកស្រាវជ្រាវបានចាត់ទុកកូដដែលមាននៅក្នុងកម្មវិធី TikTok គឺវាស្មើនឹងការលួចដំឡើងកម្មវិធី keylogger ទៅក្នុងកម្មវិធីគេហទំព័រមួយចំនួន ដែលជនខិលខូចតែងតែប្រើដើម្បីលួចទាញយកទិន្នន័យរបស់អ្នកប្រើប្រាស់។,negative
276,pair2,លើសពីនេះ ក៏ជាឱកាសផ្សព្វផ្សាយពីប្រធានបទរបស់កីឡាអាស៊ី ដែលផ្តោតសំខាន់ «កីឡាដើម្បីទាំងអស់គ្នា»។,neutral
277,pair2,សាលារដ្ឋភាគច្រើនត្រូវបានគេមើលឃើញថានៅតំបន់ជនបទ។,neutral
279,pair2,បើព្រៃឈើត្រូវបានការពារ ប្រព័ន្ធអេកូឡូស៊ីក៏នឹងដំណើរការបានល្អ ដែលអាចផ្តល់នូវអត្ថប្រយោជន៍ជាច្រើនដែលរួមមាន៖,positive
280,pair2,ក្នុងករណីបែបនេះថិរវេលាសម្រាប់សកម្មភាពត្រូវបានប៉ាន់ប្រមាណដោយរូបមន្ត,neutral
282,pair2,ធម្មជាតិជាដើមឈើគឺល្អបែបនេះឯង ពួកគេប្រឹងប្រែង ដុះ ប្រឹងប្រែងរស់ តាមធម្មជាតិរបស់ពួកគេ រស់ដោយមិនបៀតបៀនគ្នា កេងប្រវ័ញ្ចគ្មា សម្លាប់គ្នាដើម្បីប្រយោជន៍ខ្លួន រស់តាមលទ្ធភាព ការតស៊ូរបស់ពួកគេ ដើម្បីសំរបតាម ធម្មជាតិ បើទោះជាមានការប្រែប្រួល ជាបន្តបន្ទាប់យ៉ាងណាក៏ដោយ,positive
283,pair2,ខ្ញុំចង់ទៅលាងចាននិងធ្វើការរៀបចំ,neutral
284,pair2,តាមគំនូសក្រាភិចបញ្ជាក់អំពីកំណើននិងការធ្លាក់ចុះនៃសេដ្ឋកិច្ចតាមឆ្នាំនីមួយៗ,neutral
285,pair2,ភ្នំពេញ ក្រុមហ៊ុន DBD Engineering Plc ដែលចុះបញ្ជីនៅផ្សារកំណើននៃផ្សារមូលបត្រកម្ពុជា (CSX) និងជា ក្រុមហ៊ុនវិស្វកម្មពហុបំណង និងសំណង់ក្នុងស្រុកបានរាយការណ៍ពីការធ្លាក់ចុះប្រាក់ចំណូលក្នុងត្រីមាសទី ១ ឆ្នាំនេះ ដោយសារតែការធ្លាក់ចុះនៃសកម្មភាពនៅក្នុងទីផ្សារសំណង់ និងអចលនទ្រព្យ។,neutral
287,pair2,បន្ថែមពីនេះ ករណីជំងឺផ្លូវចិត្តធ្ងន់ធ្ងរខ្លាំង ដោយមិនទទួលបានសេវាព្យាបាលទាន់ពេលវេលា នោះអាចបណ្តាលឲ្យយុវវ័យធ្វើអត្តឃាត ដូចជាការប្រើថ្នាំលេប ចងក ឬលោតសម្លាប់ខ្លួនពីលើស្ពានជាដើម។,negative
290,pair2,ចំណែកភ្នំពេញក្រោន បើកទ្វារកីឡដ្ឋានរបស់ខ្លួនទទួលក្រុម វិសាខា នៅវគ្គពាក់កណ្តាលផ្តាច់ព្រ័ត្រដូចគ្នាថ្ងៃនេះដែរ វេលាម៉ោង៦:៣០នាទីល្ងាច។,neutral
291,pair2,បុគ្គលម្នាក់ហ្នឹងគាត់គ្មានសមត្ថភាពដូចបងស្រី ទើបគាត់ចេះតែរកកំហុសនេះកំហុសនោះ ទាំងដែរខ្លួនឯងមិនច្បាស់,negative
292,pair2,ក្រៅពីងូតទឹកលេងកម្សាន្ត នៅទីនេះក៏មានអាហារឈ្ងុយឆ្ងាញ់ បូករួមនឹងបរិយាកាសស្ងប់ស្ងាត់បែបធម្មជាតិ ដែលនាំឲ្យដំណើរកម្សាន្តលោកអ្នកមិនខកបំណងទេ៕,positive
294,pair2,លោក Helleputte ថ្លែងថា៖ «នៅ Danone យើងជឿជាក់ថាធនធានដ៏មានតម្លៃបំផុតដែលក្រុមហ៊ុនមាននោះ គឺធនធានមនុស្សរបស់យើង។,positive
295,pair2,កាលអ្នកធ្វើស្តេចអង្គុយលើទីដ៏សមគួរមួយហើយ ខាងស្រីគេអោយស្រីម្នាក់ដើរចូលទៅ ខ្សឹបនឹងស្តេចថា ខ្លួនស្រលាញ់ឈ្មោះណាមួយ ឧបមាថាឈ្មោះ ក រឺ ខ ខ្សឹបហើយគេថយទៅអង្គុយ រឺមកឈរនៅកន្លែងដើមវិញ។,neutral
296,pair2,ការរលំរលាយនៃគណបក្សបំផ្លាញជាតិមួយនេះ និងការរឹបអូស ទីស្នាក់ការបក្សដើម្បីជាសំណងរដ្ឋប្បវេណី ដែលអតីតមេបក្សនេះបានប្រព្រឹត្ត គឺជាសារ មួយយ៉ាងច្បាស់លាស់ទៅកាន់មេគណបក្ស ឧទ្ទាម ក៏ដូចជាទៅកាន់កូនចៅរបស់ក្រុមឧទ្ទាមទាំងឡាយថា ជីវិតនយោបាយរបស់អ្នកនយោបាយបម្រើបរទេស និងបំផ្លាញជាតិខ្លួនឯងមានវាសនាមិនខុសគ្នាឡើយ។,negative
297,pair2,ជាមួយទេសភាពភ្នំអមសងខាងជាអំណោយផលពីធម្មជាតិស្រាប់ ភោជនីយដ្ឋានឋានសួគ៌ធម្មជាតិភ្នំវល្លិ បានប្រើប្រាស់រទេះលើផ្លូវអយស្ម័យយាន ដើម្បីដឹកភ្ញៀវទេសចរ គន់មើលទេសភាពចម្ការដំណាំ កសិដ្ឋានចិញ្ចឹមសត្វ និងទេសភាពព្រៃភ្នំ។,positive
299,pair2,ទាំងភោជនីយដ្ឋាន និងណូរី ត្រូវបានសាងសង់រួចហើយតាំងពីឆ្នាំ ២០២១ ដោយផ្តើមទទួលភ្ញៀវជាក្រុមឯកជនសម្រាប់តែការកក់ទុកមុន។,neutral
300,pair2,បើយើងមិនបានស្រលាញ់ខ្លួនឯងគ្រប់គ្រាន់ មិនបានយកចិត្តនឹងខ្លួនឯងគ្រប់គ្រាន់ មិនបានស្មោះត្រង់ចំពោះខ្លួនឯង ភាពហត់នឿយចំពោះការធ្វើរឿងអស់ទាំងនេះចំពោះអ្នកដទៃវានឹងឆាប់កើតឡើង។,negative
302,pair2,មាត្រា ៦៨ នៃរដ្ឋធម្មនុញ្ញនៃប្រទេសកម្ពុជាបានចែងថា រដ្ឋាភិបាលត្រូវផ្តល់ការអប់រំកម្រិតបឋម និងមធ្យមសិក្សាដោយឥតគិតថ្លៃដល់ប្រជាពលរដ្ឋទាំងអស់ហើយម្នាក់ៗត្រូវបន្តការសិក្សាជាមូលដ្ឋានយ៉ាងហោចណាស់ឲ្យបានរយៈពេល ៩ ឆ្នាំ។,neutral
304,pair2,តាមយោបល់ខ្ញុំសង្គ្រាមរវាងរុស្ស៊ី និងអ៊ុយក្រែន ប្រហែលគ្មានអ្នកឈ្នះ គ្មានអ្នកចាញ់ទេ ។,neutral
305,pair2,"ឧទាហរណ៍ បុគ្គលិកសាលា និងនគរបាល អាចត្រូវធ្វើការកែប្រែ ដើម្បីជួយសិស្ស បើវាមានចែងនៅក្នុងផែនការអប់រំតម្រូវតាមស្ថានភាពបុគ្គល (IEP, Individualized Education Plan) ឬផែនការ 504 របស់សិស្សនេះ ឬបើពួកគេដឹងថា សិស្សនោះជាជនមានពិការភាពជាប់ខ្លួន ។",neutral
306,pair2,គ្រប់យ៉ាងក្នុងលោកនេះមិនទៀងទាត់ទេ ដូច្នេះយើងមិនគួរប្រញាប់វិនិច្ឆ័យខ្លួនឯង និងអ្នកដទៃនោះឡើយ។,positive
307,pair2,ការថែរក្សាសុខភាពរាង្គកាយ និងផ្លូវចិត្ត គឺជារឿងសំខាន់បំផុតអាចការពារវីរុស COVID-19,positive
309,pair2,ប្រាក់សោធនសម្រាប់បុគ្គល ស្ថិតក្រោមច្បាប់ស្តីពីការងារចាប់ផ្តើមអនុវត្តពីខែនេះហើយ,neutral
310,pair2,សហរដ្ឋអាម៉េរិកបានប្តេជ្ញាពង្រឹងការសម្របសម្រួលជាមួយកូរ៉េខាងត្បូង ដើម្បីបន្តពង្រាយ និងអនុវត្តជាយុទ្ធសាស្តរនៅក្នុងតំបន់ឱ្យបានទាន់ពេលវេលា និងប្រកបដោយប្រសិទ្ធភាព ដើម្បីរារាំង និងឆ្លើយតបចំពោះកូរ៉េខាងជើង និងពង្រឹងសន្តិសុខក្នុងតំបន់។,neutral
313,pair2,មិនបានប៉ុន្មានម៉ោងផង កូនទៅបាត់ចោលប៉ាម៉ាក់ អូនអ៊ីង មិនគួរណាពេទ្យ គុន្ធបុផ្ផា ធ្វើឱ្យកូនទៅជាយ៉ាងនេះសោះ។,negative
316,pair2,ទោះយ៉ាងណា ស្ថាបនិកគុនខ្មែរអលស្តារ បានបោះសម្តីថា សូមកុំទាន់សន្និដ្ឋាន..ត្រូវរង់ចាំមើលសិន...។,neutral
319,pair2,គូសបញ្ជាក់ផងដែរថា សម្រាប់វិស័យកសិកម្មនាពេលបច្ចុប្បន្ននេះ ប្រទេសជាច្រើនក្នុងតំបន់អ៊ឺរ៉ុប និងអាស៊ី បានប្រើប្រាស់អាកាសយានគ្មានមនុស្សបើក ដើម្បីបាញ់ថ្នាំសម្លាប់សត្វល្អិតដំណាំ ថតពិនិត្យផលដំណាំ។,neutral
320,pair2,ការលើកឡើងរបស់លោក ហ៊ុន សែន ធ្វើឡើងក្នុងពិធីចែកសញ្ញាបត្រដល់និស្សិតនៃវិទ្យាស្ថានវ៉ាន់ដា ដែលមានចំនួន ៣ ៨៦៦ នាក់ កាលពីថ្ងៃទី ៣ ខែតុលា ឆ្នាំ ២០២២។,neutral
322,pair2,យើងមិនចូលចិត្តលទ្ធផលមិនល្អដែលកើតឡើងទេ តែយើងចូលចិត្តណាស់ធ្វើរឿងមិនល្អឲ្យលទ្ធផលនោះកើតឡើង។,negative
323,pair2,ក្រុមហ៊ុន Nord Stream 2 AG ដែលប្រតិបត្តិករនៃបំពង់បង្ហូរឧស្ម័នមានមូលដ្ឋាននៅប្រទេសស្វីសបានបំភ្លឺកាលពីថ្ងៃអង្គារទី ៤ ខែតុលាថា ខ្លួននឹងពិនិត្យមើលស្ថានភាពនៃបំពង់បង្ហូរឧស្ម័នដែលលេចធ្លាយម្តងទៀត ដោយប៉ូលីសនឹងស៊ើបអង្កេតនៅកន្លែងហេតុផ្ទាល់តែម្តង។,neutral
324,pair2,ការសិក្សាជាកាតព្វកិច្ចគឺប្រាំមួយឆ្នាំនៅសាលាបឋមសិក្សានិងបីឆ្នាំនៅអនុវិទ្យាល័យ,neutral
329,pair2,លោក ពូទីន បានចុះហត្ថលេខាលើច្បាប់នៃការបញ្ចូលទឹកដីអ៊ុយក្រែនចំនួន ៤ រួមទាំងទីក្រុងលូហាន ខណៈដែលសហភាពអឺរ៉ុបបានព្រមព្រៀងលើការដាក់ទណ្ឌកម្មថ្មីប្រឆាំងនឹងទីក្រុងម៉ូស្គូជាការឆ្លើយតប។,neutral
331,pair2,យ៉ាងណាមិញ គោលនយោបាយភូមិឃុំមានសុវត្ថិភាព មានន័យថាភូមិឃុំគ្មានប្រព្រឹត្តល្បែងស៊ីសង ក៏ប៉ុន្តែឥឡូវនេះសម្តេចបានសង្កេតឃើញថា ភូមិឃុំរបស់យើងកំពុងមានល្បែងស៊ីសង បនល្បែង។,neutral
333,pair2,បើតាមលោក ហ៊ុន សែន លោកក៏នឹងមិនប្តឹងឧទ្ធរណ៍បន្តទៀតឡើយ ខណៈលោកចាត់ទុកករណីនេះជាជោគជ័យមួយសម្រាប់លោក ក្នុងការតតាំងក្តីនៅតុលាការបារាំងជាមួយអតីតមេបក្សប្រឆាំងលោក សម រង្ស៊ី ហើយថាសេចក្តីសម្រេចរបស់តុលាការបារាំងថ្មីៗនេះបានជម្រះមន្ទិលសង្ស័យផ្សេងៗ ពាក់ព័ន្ធការស្លាប់របស់លោក ហុក ឡងឌី តាមឧទ្ធម្ភាគចក្រកាលពីឆ្នាំ ២០០៨៕,neutral
335,pair2,ជំងឺកូវីដ៖ បារាំងអន់ចិត្តនឹងអង់គ្លេសដែលចេញបញ្ជាឲ្យចាប់ក្រុង រាល់អ្នកធ្វើដំណើរពី បារាំង,negative
336,pair2,តួលេខរបស់កម្មវិធីអភិវឌ្ឍន៍អង្គការសហប្រជាជាតិ (UNDP) បង្ហាញពីភាពខុសគ្នាដ៏ធំមួយ នៅពេលដែលសង្គមទាំងមូលត្រូវបានគេយកមកពិចារណា។,neutral
338,pair2,ក្រៅពីស្តារថាមពលឡើងវិញ ខាងក្រោមនេះ ជាអត្ថប្រយោជន៍ជាច្រើននៃការគេង ដែលជួយធ្វើឲ្យរាង្គកាយរបស់យើងមានកម្លាំងឡើងវិញ។,positive
339,pair2,ជុំវិញបញ្ហារនេះដែរ ភ្នាក់ងារកាសែតកោះសន្តិភាពប្រចាំខេត្តកណ្តាល ទំនាក់ទំនងទៅលោកវរសេនីយ៍ឯក ព្រុំ សំណាង អធិការនគរបាលស្រុកកៀនស្វាយ តែទូរស័ព្ទចូលគ្មានអ្នកទទួល ។,neutral
340,pair2,មេធារីរូបនេះ ប្តេជ្ញាថា ក៏នឹងជំរុញទៅលោកប្រធានាធិបតី ចូ បៃឌិន (Joe Biden) មិនឱ្យជួបផ្ទាល់ជាមួយលោក ហ៊ុន សែន ជាលក្ខណៈទ្វេភាគីនៅឯកិច្ចប្រជុំកំពូលអាស៊ាន (ASEAN) នាពេលខាងមុខនេះទេ។,neutral
342,pair2,ព្រះតេជព្រះគុណបន្ថែមថា កូនចៅសង់ចេតិយទុកនេះ លុះត្រាតែឪពុកម្តាយ ចាស់ជរា ឬឈឺធ្ងន់ក្នុងដំណាក់កាលចុងក្រោយ។,neutral
343,pair2,ខ្ញុំមានអារម្មណ៍ថាមានការឈឺចាប់ពើតខ្មួល,negative
344,pair2,រីករាយថ្ងៃកំណើតក្មួយស្រីដែលពូកែខាងសម្តី ប៉ិនកូរ ប៉ិនលួង និងពូកែញិកញ៉ក់យកចិត្ត,positive
345,pair2,ខណ:ពេលខ្លះទម្ងន់នៃរឿងមិនល្អដែលចូលមកប៉ះអារម្មណ៍អ្នកផ្ទួនៗ ហើយធ្ងន់ធ្ងរពេក អ្នកក៏ពិបាកនឹងគេចវេស ហើយសម្រួលអារម្មណ៍អោយមកប្រក្រតីវិញបានដោយងាយឡើយ,negative
346,pair2,ខ្ញុំកក់សំបុត្រពីឡូអាន់ជីលែសទៅតូក្យូ,neutral
