id,pair,label,sentence,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
13,pair1,positive,គួរបញ្ជាក់ផងដែរថា កម្ពុជានៅតែមានការលើកទឹកចិត្តវិនិយោគមានភាពទាក់ទាញ គម្រោងវិនិយោគដែលមានលក្ខណៈសម្បត្តិគ្រប់់គ្រាន់ (QIP) មានសិទ្ធិទទួលបានការលើកទឹកចិត្តជាច្រើនដូចជា៖,គួរ បញ្ជាក់ ផងដែរ កម្ពុជា នៅតែ មាន ការលើកទឹកចិត្ត វិនិយោគ មាន ភាពទាក់ទាញ គម្រោង វិនិយោគ មាន លក្ខណៈ សម្បត្តិ គ្រប់់ គ្រាន់ QIP មាន សិទ្ធិ ទទួលបាន ការលើកទឹកចិត្ត ជាច្រើន ជា៖,"['គួរ', 'បញ្ជាក់', 'ផងដែរ', 'កម្ពុជា', 'នៅតែ', 'មាន', 'ការលើកទឹកចិត្ត', 'វិនិយោគ', 'មាន', 'ភាពទាក់ទាញ', 'គម្រោង', 'វិនិយោគ', 'មាន', 'លក្ខណៈ', 'សម្បត្តិ', 'គ្រប់់', 'គ្រាន់', 'QIP', 'មាន', 'សិទ្ធិ', 'ទទួលបាន', 'ការលើកទឹកចិត្ត', 'ជាច្រើន', 'ជា៖']",27,24
289,pair2,positive,នាយថ្មើរព្រៃនោះក៏បានចូលទៅគាល់ព្រះរាជាទូលព្រះរាជឱង្ការថា បពិត្រព្រះសម្មតិទេព! ទូលព្រះបង្គំបានឃើញស្តេចដំរីសស្អាត មានសីលាចារ គួរជាព្រះទីនាំងរបស់ព្រះអង្គបានក្រាបទូល! សូមព្រះអង្គ ទ្រង់ត្រាស់បញ្ជាឲ្យនាយហ្មដំរីទៅជាមួយទូលព្រះបង្គំៗ នឹងបង្ហាញផ្លូវក្រាបទូល។,នាយ ថ្មើរ ព្រៃ ចូលទៅ គាល់ ព្រះរាជា ទូល ព្រះរាជ ឱង្ការ បពិត្រ ព្រះសម្មតិ ទេព ទូលព្រះបង្គំ ឃើញ ស្តេច ដំរី ស្អាត មាន សីលា ចារ គួរ ព្រះទីនាំង ព្រះអង្គ ក្រាប ទូល សូម ព្រះអង្គ ទ្រង់ ត្រាស់បញ្ជា ឲ្យ នាយ ហ្ម ដំរី ទូលព្រះបង្គំ បង្ហាញ ផ្លូវ ក្រាប ទូល,"['នាយ', 'ថ្មើរ', 'ព្រៃ', 'ចូលទៅ', 'គាល់', 'ព្រះរាជា', 'ទូល', 'ព្រះរាជ', 'ឱង្ការ', 'បពិត្រ', 'ព្រះសម្មតិ', 'ទេព', 'ទូលព្រះបង្គំ', 'ឃើញ', 'ស្តេច', 'ដំរី', 'ស្អាត', 'មាន', 'សីលា', 'ចារ', 'គួរ', 'ព្រះទីនាំង', 'ព្រះអង្គ', 'ក្រាប', 'ទូល', 'សូម', 'ព្រះអង្គ', 'ទ្រង់', 'ត្រាស់បញ្ជា', 'ឲ្យ', 'នាយ', 'ហ្ម', 'ដំរី', 'ទូលព្រះបង្គំ', 'បង្ហាញ', 'ផ្លូវ', 'ក្រាប', 'ទូល']",54,38
179,pair1,positive,ចាស់ៗគឺបែបនេះ គាត់ធ្វើផ្ទះធំគឺដើម្បីអោយកូននិងចៅៗគាត់មកជួបជុំគ្នាប្រកបដោយភាពរីករាយនិងមានសេចក្តីសុខ,ចាស់ បែប ធ្វើ ផ្ទះ ធំ អោយ កូន ចៅ ជួបជុំគ្នា ប្រកបដោយ ភាពរីករាយ មាន សេចក្តីសុខ,"['ចាស់', 'បែប', 'ធ្វើ', 'ផ្ទះ', 'ធំ', 'អោយ', 'កូន', 'ចៅ', 'ជួបជុំគ្នា', 'ប្រកបដោយ', 'ភាពរីករាយ', 'មាន', 'សេចក្តីសុខ']",24,13
154,pair1,negative,ម្ចាស់គ្លីនីកមេត្តានៅរាជធានីភ្នំពេញ លោកវេជ្ជបណ្ឌិត ហ៊ាង រតនា មានប្រសាសន៍ប្រាប់វិទ្យុអាស៊ីសេរីថា អ្នកប្រើប្រាស់បារីអេឡិចត្រូនិច មានផលវិបាកធ្ងន់ធ្ងរដល់សុខភាព ដូចជាអ្នកជក់បារីផងដែរ។,ម្ចាស់ គ្លីនីក មេត្តា រាជធានី ភ្នំពេញ វេជ្ជបណ្ឌិត ហ៊ាង រតនា មានប្រសាសន៍ ប្រាប់ វិទ្យុ អាស៊ី សេរី អ្នកប្រើប្រាស់ បារី អេឡិចត្រូនិច មាន ផលវិបាក ធ្ងន់ធ្ងរ សុខភាព ដូចជា ជក់ បារី ផងដែរ,"['ម្ចាស់', 'គ្លីនីក', 'មេត្តា', 'រាជធានី', 'ភ្នំពេញ', 'វេជ្ជបណ្ឌិត', 'ហ៊ាង', 'រតនា', 'មានប្រសាសន៍', 'ប្រាប់', 'វិទ្យុ', 'អាស៊ី', 'សេរី', 'អ្នកប្រើប្រាស់', 'បារី', 'អេឡិចត្រូនិច', 'មាន', 'ផលវិបាក', 'ធ្ងន់ធ្ងរ', 'សុខភាព', 'ដូចជា', 'ជក់', 'បារី', 'ផងដែរ']",30,24
362,pair2,neutral,នេះបើតាមរបាយការណ៍សង្ខេបចុងក្រោយរបស់ CIVICUS ចេញផ្សាយនៅក្នុងសប្តាហ៍នេះ។,តាម របាយការណ៍ សង្ខេប ចុងក្រោយ CIVICUS ចេញផ្សាយ នៅក្នុង សប្តាហ៍,"['តាម', 'របាយការណ៍', 'សង្ខេប', 'ចុងក្រោយ', 'CIVICUS', 'ចេញផ្សាយ', 'នៅក្នុង', 'សប្តាហ៍']",13,8
41,pair1,negative,ទោះយ៉ាងណា លោក ថេង សាវឿន កត់សម្គាល់ការជំរុញវិស័យកសិកម្មក្នុងស្រុក នៅតែមានបញ្ហាប្រឈមមួយចំនួន ដែលរដ្ឋាភិបាលត្រូវគិតគូយកចិត្តទុកដាក់។,ទោះ យ៉ាងណា ថេង សាវឿន កត់សម្គាល់ ការជំរុញ វិស័យ កសិកម្ម ស្រុក នៅតែ មាន បញ្ហា ប្រឈម ចំនួន រដ្ឋាភិបាល គិតគូ យកចិត្តទុកដាក់,"['ទោះ', 'យ៉ាងណា', 'ថេង', 'សាវឿន', 'កត់សម្គាល់', 'ការជំរុញ', 'វិស័យ', 'កសិកម្ម', 'ស្រុក', 'នៅតែ', 'មាន', 'បញ្ហា', 'ប្រឈម', 'ចំនួន', 'រដ្ឋាភិបាល', 'គិតគូ', 'យកចិត្តទុកដាក់']",23,17
116,pair1,negative,រដ្ឋមន្ត្រីក្រសួងសុខាភិបាលតួកគី លោក Fahrettin Koca បានសរសេរនៅលើបណ្តាញសង្គមធ្វីតធើររបស់លោកថា មានមនុស្សចំនួន ២៨ នាក់បានស្លាប់បាត់បង់ជីវិត នៅក្នុងឧបទ្ទវហេតុនេះ ខណៈក្រុមសង្គ្រោះបន្ទាន់បានជួយសង្គ្រោះមនុស្សចំនួន ៥៨ នាក់ចេញពីអណ្តូងរ៉ែកើតហេតុ។,រដ្ឋមន្ត្រី ក្រសួង សុខាភិបាល តួកគី Fahrettin Koca សរសេរ នៅលើ បណ្តាញ សង្គម ធ្វីត ធើរ មាន មនុស្ស ចំនួន ២៨ នាក់ ស្លាប់ បាត់បង់ជីវិត នៅក្នុង ឧបទ្ទវហេតុ ខណៈ ក្រុម សង្គ្រោះ បន្ទាន់ ជួយសង្គ្រោះ មនុស្ស ចំនួន ៥៨ នាក់ ចេញ អណ្តូង រ៉ែ កើត ហេតុ,"['រដ្ឋមន្ត្រី', 'ក្រសួង', 'សុខាភិបាល', 'តួកគី', 'Fahrettin', 'Koca', 'សរសេរ', 'នៅលើ', 'បណ្តាញ', 'សង្គម', 'ធ្វីត', 'ធើរ', 'មាន', 'មនុស្ស', 'ចំនួន', '២៨', 'នាក់', 'ស្លាប់', 'បាត់បង់ជីវិត', 'នៅក្នុង', 'ឧបទ្ទវហេតុ', 'ខណៈ', 'ក្រុម', 'សង្គ្រោះ', 'បន្ទាន់', 'ជួយសង្គ្រោះ', 'មនុស្ស', 'ចំនួន', '៥៨', 'នាក់', 'ចេញ', 'អណ្តូង', 'រ៉ែ', 'កើត', 'ហេតុ']",45,35
20,pair1,positive,ចំណែកអ្នកនាំពាក្យគណបក្សប្រជាជនកម្ពុជា លោក សុខ ឥសាន យល់ថា ការសម្រេចរបស់តុលាការពេលនេះគឺផ្អែកតាមអង្គហេតុ និងអង្គច្បាប់ត្រឹមត្រូវ។,ចំណែក អ្នកនាំពាក្យ គណបក្ស ប្រជាជន កម្ពុជា សុខ ឥសាន យល់ ការសម្រេច តុលាការ ពេលនេះ ផ្អែក តាម អង្គហេតុ អង្គ ច្បាប់ ត្រឹមត្រូវ,"['ចំណែក', 'អ្នកនាំពាក្យ', 'គណបក្ស', 'ប្រជាជន', 'កម្ពុជា', 'សុខ', 'ឥសាន', 'យល់', 'ការសម្រេច', 'តុលាការ', 'ពេលនេះ', 'ផ្អែក', 'តាម', 'អង្គហេតុ', 'អង្គ', 'ច្បាប់', 'ត្រឹមត្រូវ']",23,17
376,pair2,negative,ការមើលទូរទស្សន៍ ឬទូរស័ព្ទច្រើនពេកក៏នឹងនាំឱ្យមានរបៀបរស់នៅមិនស្ងប់ មានបញ្ហានៃការមើល និងកាត់បន្ថយសមត្ថភាពនៃការគិត ៕,ការមើល ទូរទស្សន៍ ទូរស័ព្ទ ច្រើន ពេក នាំឱ្យ មាន របៀប រស់ មិន ស្ងប់ មាន បញ្ហា នៃ ការមើល កាត់បន្ថយ សមត្ថភាព នៃ ការគិត,"['ការមើល', 'ទូរទស្សន៍', 'ទូរស័ព្ទ', 'ច្រើន', 'ពេក', 'នាំឱ្យ', 'មាន', 'របៀប', 'រស់', 'មិន', 'ស្ងប់', 'មាន', 'បញ្ហា', 'នៃ', 'ការមើល', 'កាត់បន្ថយ', 'សមត្ថភាព', 'នៃ', 'ការគិត']",25,19
307,pair2,positive,ការថែរក្សាសុខភាពរាង្គកាយ និងផ្លូវចិត្ត គឺជារឿងសំខាន់បំផុតអាចការពារវីរុស COVID-19,ការថែរក្សា សុខភាព រាង្គកាយ ផ្លូវចិត្ត គឺជា រឿង សំខាន់ បំផុត ការពារ វីរុស COVID,"['ការថែរក្សា', 'សុខភាព', 'រាង្គកាយ', 'ផ្លូវចិត្ត', 'គឺជា', 'រឿង', 'សំខាន់', 'បំផុត', 'ការពារ', 'វីរុស', 'COVID']",13,11
121,pair1,positive,ភិក្ខុកម្លោះរូបនេះ ទំនុកបម្រុងមាតាបិតាតាម ទំនងនេះចាប់ពីពេលនោះរហូតមក ទោះជាខ្លួនបានភត្តផ្សេងៗ មានភត្ត ដែលព្រះភត្តុទ្ទេសកៈចាត់តាមវេនដែលគេនិមន្តជាដើម ក៏លោកយក ទៅជូនញោមអស់ៗ ហើយខ្លួនលោកផ្ទាល់និមន្តដើររកបិណ្ឌបាត បានក៏ឆាន់ បើមិនបានក៏អត់ឆាន់ទៅ សម្រាប់ថ្ងៃដែលបានមានតិចទេ រីឯថ្ងៃដែលអត់គឺច្រើន។,ភិក្ខុ កម្លោះ រូប ទំនុកបម្រុង មាតាបិតា តាម ទំនង ចាប់ពី រហូតមក ទោះជា ខ្លួន ភត្ត ផ្សេង មាន ភត្ត ព្រះភត្តុទ្ទេសកៈ ចាត់ តាម វេន និមន្ត ជាដើម យក ជូន ញោម អស់ ខ្លួន ផ្ទាល់ និមន្ត ដើរ រក បិណ្ឌ បាត ឆាន់ មិន អត់ ឆាន់ ថ្ងៃ មាន តិច រីឯ ថ្ងៃ អត់ ច្រើន,"['ភិក្ខុ', 'កម្លោះ', 'រូប', 'ទំនុកបម្រុង', 'មាតាបិតា', 'តាម', 'ទំនង', 'ចាប់ពី', 'រហូតមក', 'ទោះជា', 'ខ្លួន', 'ភត្ត', 'ផ្សេង', 'មាន', 'ភត្ត', 'ព្រះភត្តុទ្ទេសកៈ', 'ចាត់', 'តាម', 'វេន', 'និមន្ត', 'ជាដើម', 'យក', 'ជូន', 'ញោម', 'អស់', 'ខ្លួន', 'ផ្ទាល់', 'និមន្ត', 'ដើរ', 'រក', 'បិណ្ឌ', 'បាត', 'ឆាន់', 'មិន', 'អត់', 'ឆាន់', 'ថ្ងៃ', 'មាន', 'តិច', 'រីឯ', 'ថ្ងៃ', 'អត់', 'ច្រើន']",71,43
277,pair2,neutral,សាលារដ្ឋភាគច្រើនត្រូវបានគេមើលឃើញថានៅតំបន់ជនបទ។,សាលា រដ្ឋ ភាគ ច្រើន ត្រូវបាន មើលឃើញ តំបន់ ជនបទ,"['សាលា', 'រដ្ឋ', 'ភាគ', 'ច្រើន', 'ត្រូវបាន', 'មើលឃើញ', 'តំបន់', 'ជនបទ']",12,8
258,pair2,negative,ពួកគេត្រូវស្វែងរកដំណោះស្រាយ ពីព្រោះពួកគេមិនអាចបង្ខំខ្លួនឯងឱ្យចូលចិត្តប្រព័ន្ធនេះដូចដែលវាមាន។,ពួកគេ ស្វែងរក ដំណោះស្រាយ ពីព្រោះ ពួកគេ មិន បង្ខំ ខ្លួន ឯង ឱ្យ ចូលចិត្ត ប្រព័ន្ធ មាន,"['ពួកគេ', 'ស្វែងរក', 'ដំណោះស្រាយ', 'ពីព្រោះ', 'ពួកគេ', 'មិន', 'បង្ខំ', 'ខ្លួន', 'ឯង', 'ឱ្យ', 'ចូលចិត្ត', 'ប្រព័ន្ធ', 'មាន']",20,13
54,pair1,neutral,សវនាការលើកទី៦១ នេះ ជាសវនាការលើកទី២ ដែលតុលាការប្រើពេលពេញមួយថ្ងៃដេញដោលសាក្សី។,សវនាការ លើក ទី ៦១ សវនាការ លើក ទី២ តុលាការ ប្រើ ពេញ ថ្ងៃ ដេញដោល សាក្សី,"['សវនាការ', 'លើក', 'ទី', '៦១', 'សវនាការ', 'លើក', 'ទី២', 'តុលាការ', 'ប្រើ', 'ពេញ', 'ថ្ងៃ', 'ដេញដោល', 'សាក្សី']",19,13
39,pair1,neutral,បើតាមរបាយការណ៍របស់ក្រុមប្រឹក្សាអភិវឌ្ឍន៍កម្ពុជា ដែលបានផ្សព្វផ្សាយ កាលពីថ្ងៃទី៥ ខែតុលា ឆ្នាំ២០២២ បានឱ្យដឹងថា កម្ពុជា បានអនុម័តគម្រោងវិនិយោគថ្មី សរុបចំនួន១៥០គម្រោង ក្រោមទុនវិនិយោគ ៣៥០០លានដុល្លារ ដោយរាប់ចាប់ពីខែមករា ដល់ខែកញ្ញា ឆ្នាំ២០២២។,តាម របាយការណ៍ ក្រុមប្រឹក្សា អភិវឌ្ឍន៍ កម្ពុជា ផ្សព្វផ្សាយ កាលពី ថ្ងៃទី ខែតុលា ឆ្នាំ ២០២២ ឱ្យដឹង កម្ពុជា អនុម័ត គម្រោង វិនិយោគ ថ្មី សរុប ចំនួន ១៥០ គម្រោង ទុន វិនិយោគ ៣៥០០ លាន ដុល្លារ រាប់ ចាប់ពី ខែមករា ខែកញ្ញា ឆ្នាំ ២០២២,"['តាម', 'របាយការណ៍', 'ក្រុមប្រឹក្សា', 'អភិវឌ្ឍន៍', 'កម្ពុជា', 'ផ្សព្វផ្សាយ', 'កាលពី', 'ថ្ងៃទី', 'ខែតុលា', 'ឆ្នាំ', '២០២២', 'ឱ្យដឹង', 'កម្ពុជា', 'អនុម័ត', 'គម្រោង', 'វិនិយោគ', 'ថ្មី', 'សរុប', 'ចំនួន', '១៥០', 'គម្រោង', 'ទុន', 'វិនិយោគ', '៣៥០០', 'លាន', 'ដុល្លារ', 'រាប់', 'ចាប់ពី', 'ខែមករា', 'ខែកញ្ញា', 'ឆ្នាំ', '២០២២']",44,32
74,pair1,negative,ធ្ងន់ធ្ងរជាងនេះទៅទៀត គឺភាគឺ កឹម សុខា ក៏មិនស្វាគមន៍ឲ្យ សម រង្ស៊ី បន្តស៊ីឡាកដើម្បីកេងចំណេញទៀតដែរ។,ធ្ងន់ធ្ងរ ជាង ទៀត ភា កឹម សុខា មិន ស្វាគមន៍ ឲ្យ សម រង្ស៊ី បន្ត ស៊ីឡាក កេង ចំណេញ ទៀត,"['ធ្ងន់ធ្ងរ', 'ជាង', 'ទៀត', 'ភា', 'កឹម', 'សុខា', 'មិន', 'ស្វាគមន៍', 'ឲ្យ', 'សម', 'រង្ស៊ី', 'បន្ត', 'ស៊ីឡាក', 'កេង', 'ចំណេញ', 'ទៀត']",24,16
147,pair1,negative,មន្ទីរសុខាភិបាលខេត្តស្វាយរៀង បានលើកឡើងថា សារជាតិពុលរបស់ឪម៉ាល់បានធ្វើឱ្យកុមារីវ័យ៧ឆ្នាំម្នាក់ស្លាប់ ក្រោយពីសត្វឪម៉ាល់ទាំងនោះបានទិចនាងជាច្រើនកន្លែង ដែលធ្វើឱ្យប៉ះពាល់ដល់សរីរាង្គសំខាន់ៗ។,មន្ទីរ សុខាភិបាល ខេត្ត ស្វាយរៀង លើកឡើង សារជាតិ ពុល ឪម៉ាល់ ធ្វើឱ្យ កុមារី វ័យ ៧ឆ្នាំ ម្នាក់ ស្លាប់ ក្រោយពី សត្វ ឪម៉ាល់ ទាំងនោះ ទិច នាង ជាច្រើន កន្លែង ធ្វើឱ្យ ប៉ះពាល់ សរីរាង្គ សំខាន់,"['មន្ទីរ', 'សុខាភិបាល', 'ខេត្ត', 'ស្វាយរៀង', 'លើកឡើង', 'សារជាតិ', 'ពុល', 'ឪម៉ាល់', 'ធ្វើឱ្យ', 'កុមារី', 'វ័យ', '៧ឆ្នាំ', 'ម្នាក់', 'ស្លាប់', 'ក្រោយពី', 'សត្វ', 'ឪម៉ាល់', 'ទាំងនោះ', 'ទិច', 'នាង', 'ជាច្រើន', 'កន្លែង', 'ធ្វើឱ្យ', 'ប៉ះពាល់', 'សរីរាង្គ', 'សំខាន់']",35,26
85,pair1,positive,អ្នកខ្លះតម្រង់ទៅថតរូបផ្តិតយកទេសភាពដ៏ល្អឆើតឆាយនៃស្រុកខ្មែរ ពេលគយគន់ពីចំណោតថ្មនៃពយតាឌី។,ខ្លះ តម្រង់ ថត រូប ផ្តិត យក ទេសភាព ដ៏ ល្អ ឆើតឆាយ នៃ ស្រុក ខ្មែរ គយគន់ ចំណោត ថ្ម នៃ ពយ តាឌី,"['ខ្លះ', 'តម្រង់', 'ថត', 'រូប', 'ផ្តិត', 'យក', 'ទេសភាព', 'ដ៏', 'ល្អ', 'ឆើតឆាយ', 'នៃ', 'ស្រុក', 'ខ្មែរ', 'គយគន់', 'ចំណោត', 'ថ្ម', 'នៃ', 'ពយ', 'តាឌី']",24,19
130,pair1,positive,AISPP ក៏ជាសមាជិកមួយនៃសមាគមសាលារៀនអូស្ត្រាលីអន្តរជាតិ (the Australian International School Association) (AISA) ហើយយើងក៏ជាដៃគូសកលជាមួយនឹងសមាគមសាលារៀនឯកជននៃរដ្ឋ New South Wales ប្រទេសអូស្តរាលី (the Association of Independent Schools of New South Wales) ផងដែរ ។,AISPP សមាជិក នៃ សមាគម សាលារៀន អូស្ត្រាលី អន្តរជាតិ the Australian International School Association AISA ដៃគូ សកល ជាមួយនឹង សមាគម សាលារៀន ឯកជន នៃ រដ្ឋ New South Wales ប្រទេស អូស្ត រាលី the Association of Independent Schools of New South Wales ផងដែរ,"['AISPP', 'សមាជិក', 'នៃ', 'សមាគម', 'សាលារៀន', 'អូស្ត្រាលី', 'អន្តរជាតិ', 'the', 'Australian', 'International', 'School', 'Association', 'AISA', 'ដៃគូ', 'សកល', 'ជាមួយនឹង', 'សមាគម', 'សាលារៀន', 'ឯកជន', 'នៃ', 'រដ្ឋ', 'New', 'South', 'Wales', 'ប្រទេស', 'អូស្ត', 'រាលី', 'the', 'Association', 'of', 'Independent', 'Schools', 'of', 'New', 'South', 'Wales', 'ផងដែរ']",45,37
98,pair1,negative,កាត់បន្ថយបុគ្គលគ្រាប់ល្ពៅនឹងមន្រតីគ្រាប់ល្ពៅមិនងាយអស់ទេអូនស្រីអើយ អូនជាអ្នកចេះដឹងកុំខ្វល់រឿងឥតប្រយោជន៍អី ខ្ញុំរង់ចាំមើល video អូនគ្រប់ពេលណា,កាត់បន្ថយ បុគ្គល គ្រាប់ ល្ពៅ មន្រតី គ្រាប់ ល្ពៅ មិន ងាយ អស់ អូន ស្រី អើយ អូន អ្នកចេះដឹង កុំ ខ្វល់ រឿង ឥត ប្រយោជន៍ រង់ចាំ មើល video អូន គ្រប់ ពេលណា,"['កាត់បន្ថយ', 'បុគ្គល', 'គ្រាប់', 'ល្ពៅ', 'មន្រតី', 'គ្រាប់', 'ល្ពៅ', 'មិន', 'ងាយ', 'អស់', 'អូន', 'ស្រី', 'អើយ', 'អូន', 'អ្នកចេះដឹង', 'កុំ', 'ខ្វល់', 'រឿង', 'ឥត', 'ប្រយោជន៍', 'រង់ចាំ', 'មើល', 'video', 'អូន', 'គ្រប់', 'ពេលណា']",31,26
175,pair1,positive,គ្មានអ្នកណារកនឹកពាក្យនេះឃើញសោះ សម្តីរបស់បុរសសុខាធ្វើឱ្យពិសិដ្ឋហាក់ភ្ញាក់រលឹក និងពេញចិត្តជាខ្លាំង។,គ្មាន អ្នកណា រក នឹក ពាក្យ ឃើញ សោះ សម្តី បុរស សុខា ធ្វើឱ្យ ពិសិដ្ឋ ហាក់ ភ្ញាក់ រលឹក ពេញចិត្ត ជាខ្លាំង,"['គ្មាន', 'អ្នកណា', 'រក', 'នឹក', 'ពាក្យ', 'ឃើញ', 'សោះ', 'សម្តី', 'បុរស', 'សុខា', 'ធ្វើឱ្យ', 'ពិសិដ្ឋ', 'ហាក់', 'ភ្ញាក់', 'រលឹក', 'ពេញចិត្ត', 'ជាខ្លាំង']",21,17
35,pair1,positive,នៅក្នុងសៀវភៅទក្ខិណានុប្បទានបានពន្យល់ថា ហេតុដែលនាំឱ្យកើតបុណ្យមានតែបីចំណុចប៉ុណ្ណោះគឺចេតនាទាំងបីហ្នឹងឯងជាប្រភពនាំឱ្យកើតបុណ្យ ដែលពាក្យថាចេតនានេះប្រែថា ការជ្រះថ្លា សប្បាយរីករាយ ពេញចិត្តក្នុងទង្វើល្អផ្សេងៗ មានចំណាយទ្រព្យធ្វើបុណ្យជាដើម ។,នៅក្នុង សៀវភៅ ទក្ខិណា នុប្បទាន ពន្យល់ ហេតុ នាំឱ្យ កើត បុណ្យ មាន បី ចំណុច ប៉ុណ្ណោះ ចេតនា បី ហ្នឹងឯង ប្រភព នាំឱ្យ កើត បុណ្យ ពាក្យ ចេតនា ប្រែ ការជ្រះថ្លា សប្បាយរីករាយ ពេញចិត្ត ទង្វើ ល្អ ផ្សេង មាន ចំណាយ ទ្រព្យ ធ្វើ បុណ្យ ជាដើម,"['នៅក្នុង', 'សៀវភៅ', 'ទក្ខិណា', 'នុប្បទាន', 'ពន្យល់', 'ហេតុ', 'នាំឱ្យ', 'កើត', 'បុណ្យ', 'មាន', 'បី', 'ចំណុច', 'ប៉ុណ្ណោះ', 'ចេតនា', 'បី', 'ហ្នឹងឯង', 'ប្រភព', 'នាំឱ្យ', 'កើត', 'បុណ្យ', 'ពាក្យ', 'ចេតនា', 'ប្រែ', 'ការជ្រះថ្លា', 'សប្បាយរីករាយ', 'ពេញចិត្ត', 'ទង្វើ', 'ល្អ', 'ផ្សេង', 'មាន', 'ចំណាយ', 'ទ្រព្យ', 'ធ្វើ', 'បុណ្យ', 'ជាដើម']",49,35
182,pair1,neutral,ហេតុនេះ ទ្រង់ប្រោសប្រទាន ព្រះរាជវិនិច្ឆ័យថា : ក្របីដែលស្លាប់នេះ ទុកជាកម្មរបស់សត្វចុះយើងនឹងយកទោសពញាជ័យមិនបានទេ។,ហេតុ ទ្រង់ ប្រោសប្រទាន ព្រះរាជ វិនិច្ឆ័យ ក្របី ស្លាប់ ទុក ជាកម្ម សត្វ ចុះ យក ទោស ពញា ជ័យ មិន,"['ហេតុ', 'ទ្រង់', 'ប្រោសប្រទាន', 'ព្រះរាជ', 'វិនិច្ឆ័យ', 'ក្របី', 'ស្លាប់', 'ទុក', 'ជាកម្ម', 'សត្វ', 'ចុះ', 'យក', 'ទោស', 'ពញា', 'ជ័យ', 'មិន']",27,16
189,pair1,negative,លោក ឡុង ឌីម៉ង់ អភិបាលរងខេត្តព្រះសីហនុ បានប្រាប់ ភ្នំពេញ ប៉ុស្តិ៍ កាលពីម្សិលមិញថា កិច្ចពិភាក្សានេះមិនទាន់មានលទ្ធផលជាផ្លែផ្កាអ្វីទេ ដោយការពិគ្រោះយោបល់នេះមានគោលបំណង ឱ្យភាគីពាក់ព័ន្ធផ្តល់សម្បទានឱ្យគ្នាទៅវិញទៅមក និងរួមគ្នាដោះស្រាយបញ្ហា ដើម្បីបញ្ចៀសផលប៉ះពាល់កើតដោយសារការទុកសំណង់អគារចោល។,ឡុង ឌីម៉ង់ អភិបាល រង ខេត្ត ព្រះសីហនុ ប្រាប់ ភ្នំពេញ ប៉ុស្តិ៍ កាលពី ម្សិលមិញ កិច្ចពិភាក្សា មិន ទាន់ មាន លទ្ធផល ផ្លែ ផ្កា អ្វី ការពិគ្រោះយោបល់ មាន គោលបំណង ឱ្យ ភាគី ពាក់ព័ន្ធ ផ្តល់ សម្បទាន ឱ្យ វិញ ទៅមក រួមគ្នា ដោះស្រាយ បញ្ហា បញ្ចៀស ផល ប៉ះពាល់ កើត ដោយសារ ការ ទុក សំណង់ អគារ ចោល,"['ឡុង', 'ឌីម៉ង់', 'អភិបាល', 'រង', 'ខេត្ត', 'ព្រះសីហនុ', 'ប្រាប់', 'ភ្នំពេញ', 'ប៉ុស្តិ៍', 'កាលពី', 'ម្សិលមិញ', 'កិច្ចពិភាក្សា', 'មិន', 'ទាន់', 'មាន', 'លទ្ធផល', 'ផ្លែ', 'ផ្កា', 'អ្វី', 'ការពិគ្រោះយោបល់', 'មាន', 'គោលបំណង', 'ឱ្យ', 'ភាគី', 'ពាក់ព័ន្ធ', 'ផ្តល់', 'សម្បទាន', 'ឱ្យ', 'វិញ', 'ទៅមក', 'រួមគ្នា', 'ដោះស្រាយ', 'បញ្ហា', 'បញ្ចៀស', 'ផល', 'ប៉ះពាល់', 'កើត', 'ដោយសារ', 'ការ', 'ទុក', 'សំណង់', 'អគារ', 'ចោល']",56,43
201,pair2,positive,ផលិតដោយក្រុមហ៊ុន Lockheed Martin Corp ភាពត្រឹមត្រូវ និងរយៈចម្ងាយឆ្ងាយរបស់ HIMARS បានអនុញ្ញាតឱ្យទីក្រុងកៀវ ប្រឆាំងនឹងកាំភ្លើងធំរបស់រុស្ស៊ីយ៉ាងមានប្រសិទ្ធភាព។,ផលិត ក្រុមហ៊ុន Lockheed Martin Corp ភាពត្រឹមត្រូវ រយៈ ចម្ងាយ ឆ្ងាយ HIMARS អនុញ្ញាតឱ្យ ទីក្រុង កៀវ ប្រឆាំង កាំភ្លើង ធំ រុស្ស៊ី យ៉ាង មាន ប្រសិទ្ធភាព,"['ផលិត', 'ក្រុមហ៊ុន', 'Lockheed', 'Martin', 'Corp', 'ភាពត្រឹមត្រូវ', 'រយៈ', 'ចម្ងាយ', 'ឆ្ងាយ', 'HIMARS', 'អនុញ្ញាតឱ្យ', 'ទីក្រុង', 'កៀវ', 'ប្រឆាំង', 'កាំភ្លើង', 'ធំ', 'រុស្ស៊ី', 'យ៉ាង', 'មាន', 'ប្រសិទ្ធភាព']",27,20
